0,1
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-047-s01-02.png,"produced , three years since Borstal Boy was published"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-074-s01-00.png,When they burst into
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-187-s06-00.png,When they were alone
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f02-040-s02-01.png,the Glasgow Corporation Further Education Department ;
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-012-s02-02.png,trying to gather his wits .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m06-031-s08-00.png,Most live
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m02-048-s02-01.png,"Heaven alone knew when , if ever , he would be"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-160-s00-00.png,The play was no more than a figment of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-058u-s00-00.png,PRESIDENT KENNEDY is ready to get tough
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-024b-s02-04.png,"turns , And sprinkles sacred salt"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p06-248-s03-00.png,But I
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-086-s02-02.png,"their shortcomings , most gardeners have"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-100-s01-00.png,""" Maybe you don't know about Appleton ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-121-s02-00.png,After lunch we
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-022-s00-00.png,BUT NONE OF THESE DEDUCTIONS WERE
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037d-s03-02.png,toms had first shown themselves seventeen years before
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-042a-s02-01.png,"alive , dipped in treacle and swallowed"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-081b-s01-01.png,Miss Pinkie Johnstone makes her few brief scenes
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-051-s00-00.png,"There were loud cries of "" shame "" from"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-016-s00-02.png,"plan and to the different public for which , or against which , the author wrote ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-031j-s04-07.png,may happen ... .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-074-s01-03.png,"them that they were being "" encircled . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-034-s01-01.png,"the people , and even a full Parliament was"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018h-s02-02.png,temperature is high & I have not yet thought of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-081a-s00-00.png,"Arguably , the dramatist has committed a"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-013-s02-01.png,"manufacture of food # and drink , tobacco , clothing"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-004-s02-00.png,Opposing
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h01-014-s02-02.png,"tial premises and temporary places of abode , and all"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-024b-s02-03.png,Above the coals the smoking fragment
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-087-s02-00.png,Mr. Hudson and lady love Lollo find
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-026g-s01-01.png,who is perhaps the best Valet de Chambre that ever was .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-047-s01-00.png,The
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-012-s02-02.png,Dinas Motor Omnibus Co.
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-119-s00-00.png,The air was fresh and clear and you
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-087-s00-01.png,at the same time defend Britain .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-075-s01-04.png,"indeed , match his ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-073-s02-02.png,"stage , but the French have one of their"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-136-s00-03.png,perplexity respecting his surroundings
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r03-096-s02-00.png,Now you
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037b-s02-00.png,While he was in Naples there had opened
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-092-s03-01.png,giving me one of his strange looks .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-013-s02-01.png,best moments are when he swings breezily into the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-082-s00-00.png,The statement of Padley and Crossman is no
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-120-s00-00.png,He 's quite capable of telling Sir John to take
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-090-s03-03.png,sweet signals in the air .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-109-s03-00.png,""" You"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-195-s00-04.png,ton had some sort of a scar there .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-004-s01-00.png,"His American bosses , 20th-Century Fox , have"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-146-s03-02.png,have asked him to join us .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-034-s06-01.png,muttered .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-119-s00-01.png,sixth successive week - this
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-096-s01-00.png,""" Now I wonder which I wore at that"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-069-s00-00.png,"Gay , a little puzzled , went through"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d07-082-s00-02.png,"too , are necessary , but a careful examination"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-046-s00-01.png,"had at first been considered as belonging to the killer ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-081f-s01-01.png,"makes her few brief scenes effective , and"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018h-s01-00.png,In late
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-060-s01-03.png,"for 178 words out of 279 , which is"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-098-s01-00.png,GERMANY'S Russ
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047k-s00-03.png,"a human being ' , had an increasing number of"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-014-s02-01.png,British Government gives in to Sir Roy and
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-118-s01-01.png,that he proved to be to the Jews fleeing from
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-025-s00-01.png,( where the prime need so far has
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n01-009-s01-03.png,"both at midnight . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g04-063-s03-03.png,work until his health broke down and he had a bad
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-100-s04-00.png,I watched him because I was always
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-054-s00-03.png,stiffly .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h04-082-s00-02.png,defined number of children .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j06-022-s00-01.png,is that of the copepod Anomalocera
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p06-248-s03-01.png,presume we shall be allowed to have one or two
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-044-s03-03.png,informing them that he was on the point
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-096-s01-01.png,placing his food in his mouth and gulping it down as
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-083-s00-04.png,a few years ago that he made the headlines
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l03-000-s00-02.png,Malone was discovering the truth in
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-059a-s02-05.png,"dreamed of , where life began to ooze and quickened"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-061-s03-03.png,"in my Kilner jars , I poured living mantis"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007c-s00-00.png,In A Taste of Honey Mr. Richardson has taken
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h02-028-s02-04.png,entrusted with their administration .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-032-s00-04.png,"insertion on a petticoat or blouse , a tatted edge"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-122u-s02-02.png,food scheme .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-081-s01-00.png,Megan Thomas spoke sharply
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k02-018-s02-02.png,who was otherwise so sophisticated .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-183-s04-00.png,John eyed him steadily .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-000-s00-02.png,are frequently used .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007-s01-04.png,"in the churchyard , "" sacred to the memory of "" -"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f01-085-s00-01.png,psychology in its search for ultimate units and here
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-007-s02-05.png,accumulation of money .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011f-s01-02.png,him to enjoy anything .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n03-106-s02-00.png,""" 3Naw , "" disputed Willie ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-120-s02-03.png,"draw up final plans for the "" Battle"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011a-s05-02.png,1superceded by the soldier - a favourable change
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037p-s00-01.png,all may go well .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-026o-s03-03.png,ment by the Duke of Wellington .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-004-s02-02.png,air force bigger than that of France .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-045n-s00-05.png,extraordinary success in France and
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-116-s03-00.png,According to the script she was once
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-026f-s03-00.png,While he was writing this letter he
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-169-s00-03.png,"dust . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-062-s01-00.png,I 'll give you credit for that .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-049-s02-00.png,WILL the new valuation be enough to correct
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-121-s02-01.png,went to the pictures .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-029-s03-02.png,his leave .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-081-s03-02.png,"Shmah "" to be willing to hear , "" we"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-043u-s01-01.png,defended the appointment of a Negro as
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-085-s01-02.png,the views of a wide section of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-042k-s00-01.png,"the 1960s , no cure has been found for the"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k02-053-s02-00.png,"Downstairs I could hear the murmur of voices ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018n-s00-02.png,and returned to Rome for the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h04-007-s00-01.png,showed increases of 4 to 6 per cent for couples without
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-105-s02-01.png,Europe .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-045p-s00-00.png,"In April of that year his first wife's brother-in-law , the diplomatist"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-000c-s00-02.png,Theatre tomorrow .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-033-s02-00.png,He must
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-134-s03-00.png,It is false to say the absence of a peace
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-084d-s00-03.png,emphasizing them .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-059-s02-00.png,Only where the issues were
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047r-s00-02.png,"' more like a God upon earth than a human being ' ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-012-s01-02.png,ved .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-053-s02-01.png,have been very thankful that the science of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h02-022-s00-03.png,"system become available , they too will be brought to"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-043-s00-05.png,officials had formerly made private bargains
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-053-s02-03.png,moving towards a solution of currency problems
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-066-s02-00.png,And the car men get
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-004-s00-01.png,"old , star-studded West End than he will ever feel in"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-000-s00-00.png,PRESIDENT KENNEDY renewed his pressure
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018o-s01-03.png,with me better than Naples .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-084-s01-01.png,French doubts were more about procedure
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m06-056-s02-00.png,' You see .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-068u-s02-04.png,troops in Germany .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-152-s01-00.png,REFUGEES are pouring out
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-080-s04-00.png,He put the sound on tape .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-032-s00-00.png,"The Shamir's daily life writes the Decalogue ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-082-s02-00.png,"Nevertheless , we could all probably"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-028-s01-00.png,They provide some chilly red
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-043-s06-00.png,' I won't make a fool of myself .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-017-s03-01.png,"National Service is ever resorted to ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-027-s03-00.png,Gavin was looking over her
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-077a-s00-00.png,George Anson Byron had seen enough of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-026o-s01-01.png,that I have an Italian who is perhaps
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k02-018-s03-00.png,He
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-043-s00-09.png,excess of the rate for native merchants .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m02-090-s02-02.png,"pressed as when he left Mrs. Halliday's office ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-049-s00-02.png,the alternatives had been put clearly to the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-096u-s04-04.png,people .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-068u-s01-01.png,Americans say Germany is having it too
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l07-052-s04-01.png,went on :
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-105-s04-04.png,the house with a fury that disarranged
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-053-s01-00.png,The most vital clue of the Wedgwood
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-023-s00-00.png,"Apart from their formal Admiralty House talks , followed by lunch"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-052-s00-00.png,THE Fourth Gospel was almost certainly
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-097-s01-04.png,catch up with the space age .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h06-003-s01-01.png,notifiable accidents associated with occurrences fell
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-015-s01-02.png,close agreement of the two Governments in pursuing their
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-061-s00-00.png,Some thought that the result would be all
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-031m-s04-05.png,"mass of Radicalism , & then God knows"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-135-s03-00.png,I do need this leave .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-011-s02-05.png,for easy cleaning and then fixed underneath
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-015-s01-00.png,""" Their discussions covered the major problems ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-010-s02-02.png,morning .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-130-s04-00.png,Philip
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011p-s02-00.png,"' The Pearl ' , he wrote ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h04-028-s01-00.png,For most other
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-035-s00-00.png,Navigator Sid is a tower of strength when
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-110-s01-03.png,detection .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-020-s02-00.png,""" Our rules"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-017-s01-01.png,and Gay's heart turned over .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-031d-s04-04.png,"be had , will be a mass of Radicalism , & then God"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f01-147-s01-03.png,correspond with anything in his own experience .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-102u-s01-00.png,Mr. Brown went on :
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-030-s03-01.png,partly true .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-116-s00-00.png,It was Mr. Butler who authorised action which
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-096-s00-00.png,I am more than conscious of this .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-104-s01-00.png,Ministers had
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-144-s02-02.png,with at her party .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-131-s00-02.png,along .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-201-s02-02.png,"three of them , no more ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-024-s00-01.png,dislocation take it for granted that the Gospel was
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c02-078-s00-00.png,It has a great look of speed and technical fun
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-074-s01-01.png,"Czechoslovakia , Poland , Holland , Belgium and France"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-157-s04-00.png,We all know how Balicou Island dangerous
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-045n-s00-02.png,"Ponsonby , had written to advise Angle-"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-075-s03-01.png,only in the morning .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050g-s02-02.png,"with a gentle and charming character , even-tempered and"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-054-s01-01.png,"the West , somewhere , must have them too ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-028-s00-01.png,no experts to check and photograph any ' dabs ' it
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-107u-s03-00.png,"Interrupted by angry Tories ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-073-s00-04.png,crescent-shaped breakfast roll created by a pastry cook to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g03-016-s00-07.png,living wage and showed the worth of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-114-s02-04.png,"important customers . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-099-s01-02.png,"purpose , the sides from one , and the bottom from"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-012-s00-00.png,The word Shamir was used as a
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-003a-s01-02.png,HAVE HAD CHARGE OF THE MULE WHEN COUNT
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f01-143-s02-01.png,"of the doctor who observes signs , and records symptoms ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c02-000-s01-02.png,made first rate works in the last 25 years
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-130-s03-00.png,Cathe-
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-079-s02-00.png,I
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047j-s01-02.png,consulted in May 1834 .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-057-s01-00.png,You can free-wheel down a quarter of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-216-s03-02.png,flag on a palm tree .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l07-172-s02-03.png,"were two locks to negotiate , but Max"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-141-s00-00.png,"' Easy enough along that stretch of coast road in winter ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-050-s03-02.png,Tong .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-000-s00-02.png,melt away into emptiness .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-042c-s01-01.png,Anglesey believed himself to be on the point of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-128-s02-00.png,For nearly a year
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-095-s00-01.png,to the Commonwealth through the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-119-s05-01.png,"again . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e06-041-s02-00.png,Underwater films suggest that the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-049-s01-02.png,of Virginia - met today in closed session
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p01-147-s00-03.png,and forks and tidying up implements .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k02-067-s06-00.png,How about
